batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Rahmanullah Gurbaz,c Edwards b van Beek,10,11,24,2,0,90.9,Afghanistan,34th-Match,1384425
Ibrahim Zadran,b van der Merwe,20,34,44,2,0,58.82,Afghanistan,34th-Match,1384425
Rahmat Shah,c & b Saqib Zulfiqar,52,54,74,8,0,96.29,Afghanistan,34th-Match,1384425
Hashmatullah Shahidi,not out,56,64,92,6,0,87.5,Afghanistan,34th-Match,1384425
Azmatullah Omarzai,not out,31,28,38,3,0,110.71,Afghanistan,34th-Match,1384425
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Rohit Sharma,b Madushanka,4,2,2,1,0,200.0,India,33rd-Match,1384424
Shubman Gill,c Mendis b Madushanka,92,92,136,11,2,100.0,India,33rd-Match,1384424
Virat Kohli,c Nissanka b Madushanka,88,94,139,11,0,93.61,India,33rd-Match,1384424
Shreyas Iyer,c Theekshana b Madushanka,82,56,84,3,6,146.42,India,33rd-Match,1384424
KL Rahul,c Hemantha b Chameera,21,19,34,2,0,110.52,India,33rd-Match,1384424
Suryakumar Yadav,c Mendis b Madushanka,12,9,13,2,0,133.33,India,33rd-Match,1384424
Ravindra Jadeja,run out (Samarawickrama/Mendis),35,24,41,1,1,145.83,India,33rd-Match,1384424
Mohammed Shami,run out (Mendis),2,4,11,0,0,50.0,India,33rd-Match,1384424
Jasprit Bumrah,not out,1,1,1,0,0,100.0,India,33rd-Match,1384424
Pathum Nissanka,lbw b Bumrah,0,1,2,0,0,0.0,Sri Lanka,33rd-Match,1384424
Dimuth Karunaratne,lbw b Mohammed Siraj,0,1,10,0,0,0.0,Sri Lanka,33rd-Match,1384424
Kusal Mendis,b Mohammed Siraj,1,10,21,0,0,10.0,Sri Lanka,33rd-Match,1384424
Sadeera Samarawickrama,c Iyer b Mohammed Siraj,0,4,4,0,0,0.0,Sri Lanka,33rd-Match,1384424
Charith Asalanka,c Jadeja b Mohammed Shami,1,24,42,0,0,4.16,Sri Lanka,33rd-Match,1384424
Angelo Mathews,b Mohammed Shami,12,25,55,1,0,48.0,Sri Lanka,33rd-Match,1384424
Dushan Hemantha,c Rahul b Mohammed Shami,0,1,1,0,0,0.0,Sri Lanka,33rd-Match,1384424
Dushmantha Chameera,c Rahul b Mohammed Shami,0,6,10,0,0,0.0,Sri Lanka,33rd-Match,1384424
Maheesh Theekshana,not out,12,23,37,2,0,52.17,Sri Lanka,33rd-Match,1384424
Kasun Rajitha,c Shubman Gill b Mohammed Shami,14,17,20,2,0,82.35,Sri Lanka,33rd-Match,1384424
Dilshan Madushanka,c Iyer b Jadeja,5,6,4,1,0,83.33,Sri Lanka,33rd-Match,1384424
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Quinton de Kock,c Phillips b Southee,114,116,176,10,3,98.27,South Africa,32nd-Match,1384423
Temba Bavuma,c Mitchell b Boult,24,28,37,4,1,85.71,South Africa,32nd-Match,1384423
Rassie van der Dussen,b Southee,133,118,172,9,5,112.71,South Africa,32nd-Match,1384423
David Miller,c Mitchell b Neesham,53,30,48,2,4,176.66,South Africa,32nd-Match,1384423
Heinrich Klaasen,not out,15,7,13,1,1,214.28,South Africa,32nd-Match,1384423
Aiden Markram,not out,6,1,1,0,1,600.0,South Africa,32nd-Match,1384423
Devon Conway,c Markram b Jansen,2,6,13,0,0,33.33,New Zealand,32nd-Match,1384423
Will Young,c de Kock b Coetzee,33,37,50,5,0,89.18,New Zealand,32nd-Match,1384423
Rachin Ravindra,c Coetzee b Jansen,9,16,28,1,0,56.25,New Zealand,32nd-Match,1384423
Daryl Mitchell,c Miller b Maharaj,24,30,40,4,0,80.0,New Zealand,32nd-Match,1384423
Tom Latham,c Maharaj b Rabada,4,15,18,0,0,26.66,New Zealand,32nd-Match,1384423
Glenn Phillips,c Rabada b Coetzee,60,50,87,4,4,120.0,New Zealand,32nd-Match,1384423
Mitchell Santner,b Maharaj,7,18,14,1,0,38.88,New Zealand,32nd-Match,1384423
Tim Southee,lbw b Jansen,7,11,11,1,0,63.63,New Zealand,32nd-Match,1384423
James Neesham,b Maharaj,0,8,6,0,0,0.0,New Zealand,32nd-Match,1384423
Trent Boult,c Miller b Maharaj,9,14,17,1,0,64.28,New Zealand,32nd-Match,1384423
Matt Henry,not out,0,9,20,0,0,0.0,New Zealand,32nd-Match,1384423
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Tanzid Hasan,lbw b Shaheen Shah Afridi,0,5,7,0,0,0.0,Bangladesh,31st-Match,1384422
Litton Das,c Agha Salman b Iftikhar Ahmed,45,64,100,6,0,70.31,Bangladesh,31st-Match,1384422
Najmul Hossain Shanto,c Usama Mir b Shaheen Shah Afridi,4,3,8,1,0,133.33,Bangladesh,31st-Match,1384422
Mushfiqur Rahim,c Mohammad Rizwan b Haris Rauf,5,8,18,1,0,62.5,Bangladesh,31st-Match,1384422
Mahmudullah,b Shaheen Shah Afridi,56,70,108,6,1,80.0,Bangladesh,31st-Match,1384422
Shakib Al Hasan,c Agha Salman b Haris Rauf,43,64,82,4,0,67.18,Bangladesh,31st-Match,1384422
Towhid Hridoy,c Iftikhar Ahmed b Usama Mir,7,3,9,0,1,233.33,Bangladesh,31st-Match,1384422
Mehidy Hasan Miraz,b Mohammad Wasim,25,30,50,1,1,83.33,Bangladesh,31st-Match,1384422
Taskin Ahmed,b Mohammad Wasim,6,13,20,0,0,46.15,Bangladesh,31st-Match,1384422
Mustafizur Rahman,b Mohammad Wasim,3,7,11,0,0,42.85,Bangladesh,31st-Match,1384422
Shoriful Islam,not out,1,4,8,0,0,25.0,Bangladesh,31st-Match,1384422
Abdullah Shafique,lbw b Mehidy Hasan Miraz,68,69,94,9,2,98.55,Pakistan,31st-Match,1384422
Fakhar Zaman,c Towhid Hridoy b Mehidy Hasan Miraz,81,74,126,3,7,109.45,Pakistan,31st-Match,1384422
Babar Azam,c Mahmudullah b Mehidy Hasan Miraz,9,16,20,1,0,56.25,Pakistan,31st-Match,1384422
Mohammad Rizwan,not out,26,21,27,4,0,123.8,Pakistan,31st-Match,1384422
Iftikhar Ahmed,not out,17,15,17,2,0,113.33,Pakistan,31st-Match,1384422
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Pathum Nissanka,c Rahmanullah Gurbaz b Azmatullah Omarzai,46,60,82,5,0,76.66,Sri Lanka,30th-Match,1384421
Dimuth Karunaratne,lbw b Fazalhaq Farooqi,15,21,25,1,0,71.42,Sri Lanka,30th-Match,1384421
Kusal Mendis,c sub (Najibullah Zadran) b Mujeeb Ur Rahman,39,50,91,3,0,78.0,Sri Lanka,30th-Match,1384421
Sadeera Samarawickrama,lbw b Mujeeb Ur Rahman,36,40,42,3,0,90.0,Sri Lanka,30th-Match,1384421
Charith Asalanka,c Rashid Khan b Fazalhaq Farooqi,22,28,48,2,0,78.57,Sri Lanka,30th-Match,1384421
Dhananjaya de Silva,b Rashid Khan,14,26,24,1,0,53.84,Sri Lanka,30th-Match,1384421
Angelo Mathews,c Mohammad Nabi b Fazalhaq Farooqi,23,26,61,1,1,88.46,Sri Lanka,30th-Match,1384421
Dushmantha Chameera,run out (Ibrahim Zadran),1,4,5,0,0,25.0,Sri Lanka,30th-Match,1384421
Maheesh Theekshana,b Fazalhaq Farooqi,29,31,31,3,1,93.54,Sri Lanka,30th-Match,1384421
Kasun Rajitha,run out (Rahmanullah Gurbaz),5,7,14,0,0,71.42,Sri Lanka,30th-Match,1384421
Dilshan Madushanka,not out,0,4,5,0,0,0.0,Sri Lanka,30th-Match,1384421
Rahmanullah Gurbaz,b Madushanka,0,4,2,0,0,0.0,Afghanistan,30th-Match,1384421
Ibrahim Zadran,c Karunaratne b Madushanka,39,57,73,4,1,68.42,Afghanistan,30th-Match,1384421
Rahmat Shah,c Karunaratne b Rajitha,62,74,121,7,0,83.78,Afghanistan,30th-Match,1384421
Hashmatullah Shahidi,not out,58,74,132,2,1,78.37,Afghanistan,30th-Match,1384421
Azmatullah Omarzai,not out,73,63,80,6,3,115.87,Afghanistan,30th-Match,1384421
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Rohit Sharma,c Livingstone b Rashid,87,101,162,10,3,86.13,India,29th-Match,1384420
Shubman Gill,b Woakes,9,13,18,1,0,69.23,India,29th-Match,1384420
Virat Kohli,c Stokes b Willey,0,9,12,0,0,0.0,India,29th-Match,1384420
Shreyas Iyer,c Wood b Woakes,4,16,21,0,0,25.0,India,29th-Match,1384420
KL Rahul,c Bairstow b Willey,39,58,77,3,0,67.24,India,29th-Match,1384420
Suryakumar Yadav,c Woakes b Willey,49,47,75,4,1,104.25,India,29th-Match,1384420
Ravindra Jadeja,lbw b Rashid,8,13,14,0,0,61.53,India,29th-Match,1384420
Mohammed Shami,c Buttler b Wood,1,5,4,0,0,20.0,India,29th-Match,1384420
Jasprit Bumrah,run out (Buttler),16,25,44,1,0,64.0,India,29th-Match,1384420
Kuldeep Yadav,not out,9,13,18,1,0,69.23,India,29th-Match,1384420
Jonny Bairstow,b Mohammed Shami,14,23,53,2,0,60.86,England,29th-Match,1384420
Dawid Malan,b Bumrah,16,17,25,2,1,94.11,England,29th-Match,1384420
Joe Root,lbw b Bumrah,0,1,2,0,0,0.0,England,29th-Match,1384420
Ben Stokes,b Mohammed Shami,0,10,14,0,0,0.0,England,29th-Match,1384420
Jos Buttler,b Kuldeep Yadav,10,23,33,1,0,43.47,England,29th-Match,1384420
Moeen Ali,c Rahul b Mohammed Shami,15,31,55,0,0,48.38,England,29th-Match,1384420
Liam Livingstone,lbw b Kuldeep Yadav,27,46,56,2,0,58.69,England,29th-Match,1384420
Chris Woakes,st Rahul b Jadeja,10,20,21,1,0,50.0,England,29th-Match,1384420
David Willey,not out,16,17,29,0,2,94.11,England,29th-Match,1384420
Adil Rashid,b Mohammed Shami,13,20,19,2,0,65.0,England,29th-Match,1384420
Mark Wood,b Bumrah,0,1,3,0,0,0.0,England,29th-Match,1384420
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Vikramjit Singh,c Shakib Al Hasan b Taskin Ahmed,3,9,7,0,0,33.33,Netherlands,28th-Match,1384419
Max O'Dowd,c Tanzid Hasan b Shoriful Islam,0,3,11,0,0,0.0,Netherlands,28th-Match,1384419
Wesley Barresi,c Shakib Al Hasan b Mustafizur Rahman,41,41,49,8,0,100.0,Netherlands,28th-Match,1384419
Colin Ackermann,c Mustafizur Rahman b Shakib Al Hasan,15,33,50,1,0,45.45,Netherlands,28th-Match,1384419
Scott Edwards,c Mehidy Hasan Miraz b Mustafizur Rahman,68,89,122,6,0,76.4,Netherlands,28th-Match,1384419
Bas de Leede,c Mushfiqur Rahim b Taskin Ahmed,17,32,49,2,0,53.12,Netherlands,28th-Match,1384419
Sybrand Engelbrecht,lbw b Mahedi Hasan,35,61,72,3,0,57.37,Netherlands,28th-Match,1384419
Logan van Beek,not out,23,16,33,2,1,143.75,Netherlands,28th-Match,1384419
Shariz Ahmad,run out (Mahmudullah/Mushfiqur Rahim),6,8,13,0,0,75.0,Netherlands,28th-Match,1384419
Aryan Dutt,c Mehidy Hasan Miraz b Shoriful Islam,9,6,7,0,1,150.0,Netherlands,28th-Match,1384419
Paul van Meekeren,lbw b Mahedi Hasan,0,2,6,0,0,0.0,Netherlands,28th-Match,1384419
Litton Das,c Edwards b Dutt,3,12,20,0,0,25.0,Bangladesh,28th-Match,1384419
Tanzid Hasan,c Edwards b van Beek,15,16,25,3,0,93.75,Bangladesh,28th-Match,1384419
Mehidy Hasan Miraz,c Edwards b de Leede,35,40,51,5,1,87.5,Bangladesh,28th-Match,1384419
Najmul Hossain Shanto,c van Beek b van Meekeren,9,18,27,2,0,50.0,Bangladesh,28th-Match,1384419
Shakib Al Hasan,c Edwards b van Meekeren,5,14,14,0,0,35.71,Bangladesh,28th-Match,1384419
Mushfiqur Rahim,b van Meekeren,1,5,9,0,0,20.0,Bangladesh,28th-Match,1384419
Mahmudullah,c Dutt b de Leede,20,41,70,2,0,48.78,Bangladesh,28th-Match,1384419
Mahedi Hasan,run out (de Leede),17,38,51,1,0,44.73,Bangladesh,28th-Match,1384419
Taskin Ahmed,c de Leede b van Meekeren,11,35,49,1,0,31.42,Bangladesh,28th-Match,1384419
Mustafizur Rahman,b Ackermann,20,35,34,2,1,57.14,Bangladesh,28th-Match,1384419
Shoriful Islam,not out,0,0,1,0,0,0.0,Bangladesh,28th-Match,1384419
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
David Warner,c & b Phillips,81,65,77,5,6,124.61,Australia,27th-Match,1384418
Travis Head,b Phillips,109,67,94,10,7,162.68,Australia,27th-Match,1384418
Mitchell Marsh,b Santner,36,51,65,2,0,70.58,Australia,27th-Match,1384418
Steven Smith,c Boult b Phillips,18,17,19,2,0,105.88,Australia,27th-Match,1384418
Marnus Labuschagne,c Ravindra b Santner,18,26,36,2,0,69.23,Australia,27th-Match,1384418
Glenn Maxwell,c Boult b Neesham,41,24,37,5,2,170.83,Australia,27th-Match,1384418
Josh Inglis,c Phillips b Boult,38,28,48,4,1,135.71,Australia,27th-Match,1384418
Pat Cummins,lbw b Boult,37,14,23,2,4,264.28,Australia,27th-Match,1384418
Mitchell Starc,c Neesham b Henry,1,3,7,0,0,33.33,Australia,27th-Match,1384418
Adam Zampa,b Boult,0,3,2,0,0,0.0,Australia,27th-Match,1384418
Josh Hazlewood,not out,0,0,1,0,0,0.0,Australia,27th-Match,1384418
Devon Conway,c Starc b Hazlewood,28,17,35,6,0,164.7,New Zealand,27th-Match,1384418
Will Young,c Starc b Hazlewood,32,37,44,4,1,86.48,New Zealand,27th-Match,1384418
Rachin Ravindra,c Labuschagne b Cummins,116,89,137,9,5,130.33,New Zealand,27th-Match,1384418
Daryl Mitchell,c Starc b Zampa,54,51,59,6,1,105.88,New Zealand,27th-Match,1384418
Tom Latham,c Hazlewood b Zampa,21,22,29,2,0,95.45,New Zealand,27th-Match,1384418
Glenn Phillips,c Labuschagne b Maxwell,12,16,21,1,0,75.0,New Zealand,27th-Match,1384418
James Neesham,run out (Labuschagne/Inglis),58,39,64,3,3,148.71,New Zealand,27th-Match,1384418
Mitchell Santner,c Maxwell b Zampa,17,12,13,1,1,141.66,New Zealand,27th-Match,1384418
Matt Henry,c Hazlewood b Cummins,9,8,14,1,0,112.5,New Zealand,27th-Match,1384418
Trent Boult,not out,10,8,21,0,1,125.0,New Zealand,27th-Match,1384418
Lockie Ferguson,not out,0,1,1,0,0,0.0,New Zealand,27th-Match,1384418
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Abdullah Shafique,c Ngidi b Jansen,9,17,21,1,0,52.94,Pakistan,26th-Match,1384417
Imam-ul-Haq,c Klaasen b Jansen,12,18,35,2,0,66.66,Pakistan,26th-Match,1384417
Babar Azam,c de Kock b Shamsi,50,65,100,4,1,76.92,Pakistan,26th-Match,1384417
Mohammad Rizwan,c de Kock b Coetzee,31,27,35,4,1,114.81,Pakistan,26th-Match,1384417
Iftikhar Ahmed,c Klaasen b Shamsi,21,31,38,1,1,67.74,Pakistan,26th-Match,1384417
Saud Shakeel,c de Kock b Shamsi,52,52,81,7,0,100.0,Pakistan,26th-Match,1384417
Shadab Khan,c Maharaj b Coetzee,43,36,53,3,2,119.44,Pakistan,26th-Match,1384417
Mohammad Nawaz,c Miller b Jansen,24,24,32,1,2,100.0,Pakistan,26th-Match,1384417
Shaheen Shah Afridi,c Maharaj b Shamsi,2,4,10,0,0,50.0,Pakistan,26th-Match,1384417
Mohammad Wasim,c de Kock b Ngidi,7,9,13,0,1,77.77,Pakistan,26th-Match,1384417
Haris Rauf,not out,0,1,5,0,0,0.0,Pakistan,26th-Match,1384417
Temba Bavuma,c Saud Shakeel b Mohammad Wasim,28,27,49,4,1,103.7,South Africa,26th-Match,1384417
Quinton de Kock,c Mohammad Wasim b Shaheen Shah Afridi,24,14,19,5,0,171.42,South Africa,26th-Match,1384417
Rassie van der Dussen,lbw b Usama Mir,21,39,71,0,0,53.84,South Africa,26th-Match,1384417
Aiden Markram,c Babar Azam b Usama Mir,91,93,151,7,3,97.84,South Africa,26th-Match,1384417
Heinrich Klaasen,c Usama Mir b Mohammad Wasim,12,10,12,0,1,120.0,South Africa,26th-Match,1384417
David Miller,c Mohammad Rizwan b Shaheen Shah Afridi,29,33,55,2,2,87.87,South Africa,26th-Match,1384417
Marco Jansen,c Babar Azam b Haris Rauf,20,14,18,2,1,142.85,South Africa,26th-Match,1384417
Gerald Coetzee,c Mohammad Rizwan b Shaheen Shah Afridi,10,13,23,0,0,76.92,South Africa,26th-Match,1384417
Keshav Maharaj,not out,7,21,44,1,0,33.33,South Africa,26th-Match,1384417
Lungi Ngidi,c & b Haris Rauf,4,14,24,0,0,28.57,South Africa,26th-Match,1384417
Tabraiz Shamsi,not out,4,6,14,0,0,66.66,South Africa,26th-Match,1384417
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Jonny Bairstow,c de Silva b Rajitha,30,31,64,3,0,96.77,England,25th-Match,1384416
Dawid Malan,c Mendis b Mathews,28,25,32,6,0,112.0,England,25th-Match,1384416
Joe Root,run out (Mathews/Mendis),3,10,14,0,0,30.0,England,25th-Match,1384416
Ben Stokes,c sub (MADI Hemantha) b Kumara,43,73,98,6,0,58.9,England,25th-Match,1384416
Jos Buttler,c Mendis b Kumara,8,6,6,1,0,133.33,England,25th-Match,1384416
Liam Livingstone,lbw b Kumara,1,6,9,0,0,16.66,England,25th-Match,1384416
Moeen Ali,c Perera b Mathews,15,15,33,1,0,100.0,England,25th-Match,1384416
Chris Woakes,c Samarawickrama b Rajitha,0,4,8,0,0,0.0,England,25th-Match,1384416
David Willey,not out,14,17,34,1,1,82.35,England,25th-Match,1384416
Adil Rashid,run out (Mendis),2,7,7,0,0,28.57,England,25th-Match,1384416
Mark Wood,st Mendis b Theekshana,5,6,6,1,0,83.33,England,25th-Match,1384416
Pathum Nissanka,not out,77,83,110,7,2,92.77,Sri Lanka,25th-Match,1384416
Kusal Perera,c Stokes b Willey,4,5,8,1,0,80.0,Sri Lanka,25th-Match,1384416
Kusal Mendis,c Buttler b Willey,11,12,15,2,0,91.66,Sri Lanka,25th-Match,1384416
Sadeera Samarawickrama,not out,65,54,84,7,1,120.37,Sri Lanka,25th-Match,1384416
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Mitchell Marsh,c Ackermann b van Beek,9,15,15,2,0,60.0,Australia,24th-Match,1384415
David Warner,c Dutt b van Beek,104,93,182,11,3,111.82,Australia,24th-Match,1384415
Steven Smith,c van der Merwe b Dutt,71,68,88,9,1,104.41,Australia,24th-Match,1384415
Marnus Labuschagne,c Dutt b de Leede,62,47,60,7,2,131.91,Australia,24th-Match,1384415
Josh Inglis,c Engelbrecht b de Leede,14,12,12,1,1,116.66,Australia,24th-Match,1384415
Glenn Maxwell,c Engelbrecht b van Beek,106,44,53,9,8,240.9,Australia,24th-Match,1384415
Cameron Green,run out (Engelbrecht),8,11,15,1,0,72.72,Australia,24th-Match,1384415
Pat Cummins,not out,12,9,39,2,0,133.33,Australia,24th-Match,1384415
Mitchell Starc,c Ackermann b van Beek,0,1,1,0,0,0.0,Australia,24th-Match,1384415
Adam Zampa,not out,1,1,2,0,0,100.0,Australia,24th-Match,1384415
Vikramjit Singh,run out (Maxwell),25,25,28,6,0,100.0,Netherlands,24th-Match,1384415
Max O'Dowd,b Starc,6,9,21,1,0,66.66,Netherlands,24th-Match,1384415
Colin Ackermann,lbw b Hazlewood,10,11,21,2,0,90.9,Netherlands,24th-Match,1384415
Sybrand Engelbrecht,c Warner b Marsh,11,21,36,1,0,52.38,Netherlands,24th-Match,1384415
Bas de Leede,lbw b Cummins,4,7,7,1,0,57.14,Netherlands,24th-Match,1384415
Scott Edwards,not out,12,22,53,0,0,54.54,Netherlands,24th-Match,1384415
Teja Nidamanuru,c Inglis b Marsh,14,18,19,2,0,77.77,Netherlands,24th-Match,1384415
Logan van Beek,c Inglis b Zampa,0,3,3,0,0,0.0,Netherlands,24th-Match,1384415
Roelof van der Merwe,lbw b Zampa,0,1,1,0,0,0.0,Netherlands,24th-Match,1384415
Aryan Dutt,lbw b Zampa,1,8,9,0,0,12.5,Netherlands,24th-Match,1384415
Paul van Meekeren,st Inglis b Zampa,0,1,2,0,0,0.0,Netherlands,24th-Match,1384415
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Quinton de Kock,c Nasum Ahmed b Hasan Mahmud,174,140,192,15,7,124.28,South Africa,23rd-Match,1384414
Reeza Hendricks,b Shoriful Islam,12,19,24,1,0,63.15,South Africa,23rd-Match,1384414
Rassie van der Dussen,lbw b Mehidy Hasan Miraz,1,7,6,0,0,14.28,South Africa,23rd-Match,1384414
Aiden Markram,c Litton Das b Shakib Al Hasan,60,69,84,7,0,86.95,South Africa,23rd-Match,1384414
Heinrich Klaasen,c Mahmudullah b Hasan Mahmud,90,49,94,2,8,183.67,South Africa,23rd-Match,1384414
David Miller,not out,34,15,26,1,4,226.66,South Africa,23rd-Match,1384414
Marco Jansen,not out,1,1,3,0,0,100.0,South Africa,23rd-Match,1384414
Tanzid Hasan,c Klaasen b Jansen,12,17,30,1,0,70.58,Bangladesh,23rd-Match,1384414
Litton Das,lbw b Rabada,22,44,78,3,1,50.0,Bangladesh,23rd-Match,1384414
Najmul Hossain Shanto,c Klaasen b Jansen,0,1,1,0,0,0.0,Bangladesh,23rd-Match,1384414
Shakib Al Hasan,c Klaasen b Williams,1,4,4,0,0,25.0,Bangladesh,23rd-Match,1384414
Mushfiqur Rahim,c sub (AL Phehlukwayo) b Coetzee,8,17,24,1,0,47.05,Bangladesh,23rd-Match,1384414
Mahmudullah,c Jansen b Coetzee,111,111,150,11,4,100.0,Bangladesh,23rd-Match,1384414
Mehidy Hasan Miraz,c sub (AL Phehlukwayo) b Maharaj,11,19,26,1,0,57.89,Bangladesh,23rd-Match,1384414
Nasum Ahmed,c & b Coetzee,19,19,27,3,0,100.0,Bangladesh,23rd-Match,1384414
Hasan Mahmud,c Coetzee b Rabada,15,25,32,2,0,60.0,Bangladesh,23rd-Match,1384414
Mustafizur Rahman,c Miller b Williams,11,21,51,2,0,52.38,Bangladesh,23rd-Match,1384414
Shoriful Islam,not out,6,4,4,1,0,150.0,Bangladesh,23rd-Match,1384414
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Abdullah Shafique,lbw b Noor Ahmad,58,75,89,5,2,77.33,Pakistan,22nd-Match,1384413
Imam-ul-Haq,c Naveen-ul-Haq b Azmatullah Omarzai,17,22,44,2,0,77.27,Pakistan,22nd-Match,1384413
Babar Azam,c Mohammad Nabi b Noor Ahmad,74,92,121,4,1,80.43,Pakistan,22nd-Match,1384413
Mohammad Rizwan,c Mujeeb Ur Rahman b Noor Ahmad,8,10,8,0,1,80.0,Pakistan,22nd-Match,1384413
Saud Shakeel,c Rashid Khan b Mohammad Nabi,25,34,35,3,0,73.52,Pakistan,22nd-Match,1384413
Shadab Khan,c Mohammad Nabi b Naveen-ul-Haq,40,38,75,1,1,105.26,Pakistan,22nd-Match,1384413
Iftikhar Ahmed,c Azmatullah Omarzai b Naveen-ul-Haq,40,27,40,2,4,148.14,Pakistan,22nd-Match,1384413
Shaheen Shah Afridi,not out,3,3,4,0,0,100.0,Pakistan,22nd-Match,1384413
Rahmanullah Gurbaz,c Usama Mir b Shaheen Shah Afridi,65,53,91,9,1,122.64,Afghanistan,22nd-Match,1384413
Ibrahim Zadran,c Mohammad Rizwan b Hasan Ali,87,113,146,10,0,76.99,Afghanistan,22nd-Match,1384413
Rahmat Shah,not out,77,84,129,5,2,91.66,Afghanistan,22nd-Match,1384413
Hashmatullah Shahidi,not out,48,45,74,4,0,106.66,Afghanistan,22nd-Match,1384413
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Devon Conway,c Iyer b Mohammed Siraj,0,9,16,0,0,0.0,New Zealand,21st-Match,1384412
Will Young,b Mohammed Shami,17,27,41,3,0,62.96,New Zealand,21st-Match,1384412
Rachin Ravindra,c Shubman Gill b Mohammed Shami,75,87,133,6,1,86.2,New Zealand,21st-Match,1384412
Daryl Mitchell,c Kohli b Mohammed Shami,130,127,192,9,5,102.36,New Zealand,21st-Match,1384412
Tom Latham,lbw b Kuldeep Yadav,5,7,16,1,0,71.42,New Zealand,21st-Match,1384412
Glenn Phillips,c Sharma b Kuldeep Yadav,23,26,36,0,1,88.46,New Zealand,21st-Match,1384412
Mark Chapman,c Kohli b Bumrah,6,8,11,0,0,75.0,New Zealand,21st-Match,1384412
Mitchell Santner,b Mohammed Shami,1,2,3,0,0,50.0,New Zealand,21st-Match,1384412
Matt Henry,b Mohammed Shami,0,1,1,0,0,0.0,New Zealand,21st-Match,1384412
Lockie Ferguson,run out (Rahul),1,5,12,0,0,20.0,New Zealand,21st-Match,1384412
Trent Boult,not out,0,1,1,0,0,0.0,New Zealand,21st-Match,1384412
Rohit Sharma,b Ferguson,46,40,44,4,4,115.0,India,21st-Match,1384412
Shubman Gill,c Mitchell b Ferguson,26,31,53,5,0,83.87,India,21st-Match,1384412
Virat Kohli,c Phillips b Henry,95,104,154,8,2,91.34,India,21st-Match,1384412
Shreyas Iyer,c Conway b Boult,33,29,32,6,0,113.79,India,21st-Match,1384412
KL Rahul,lbw b Santner,27,35,43,3,0,77.14,India,21st-Match,1384412
Suryakumar Yadav,run out (Santner/Boult/Latham),2,4,8,0,0,50.0,India,21st-Match,1384412
Ravindra Jadeja,not out,39,44,63,3,1,88.63,India,21st-Match,1384412
Mohammed Shami,not out,1,1,2,0,0,100.0,India,21st-Match,1384412
batsmen,wicket,runs_scored,balls_faced,minutes_played,fours,sixes,strike_rate,country,match_name,scorecard_id
Quinton de Kock,c Buttler b Topley,4,2,3,1,0,200.0,South Africa,20th-Match,1384411
Reeza Hendricks,b Rashid,85,75,111,9,3,113.33,South Africa,20th-Match,1384411
Rassie van der Dussen,c Bairstow b Rashid,60,61,86,8,0,98.36,South Africa,20th-Match,1384411
Aiden Markram,c Bairstow b Topley,42,44,63,4,0,95.45,South Africa,20th-Match,1384411
Heinrich Klaasen,b Atkinson,109,67,119,12,4,162.68,South Africa,20th-Match,1384411
David Miller,c Stokes b Topley,5,6,7,1,0,83.33,South Africa,20th-Match,1384411
Marco Jansen,not out,75,42,72,3,6,178.57,South Africa,20th-Match,1384411
Gerald Coetzee,c sub (LS Livingstone) b Atkinson,3,3,2,0,0,100.0,South Africa,20th-Match,1384411
Keshav Maharaj,not out,1,1,1,0,0,100.0,South Africa,20th-Match,1384411
Jonny Bairstow,c van der Dussen b Ngidi,10,12,13,1,1,83.33,England,20th-Match,1384411
Dawid Malan,c de Kock b Jansen,6,11,30,1,0,54.54,England,20th-Match,1384411
Joe Root,c Miller b Jansen,2,6,9,0,0,33.33,England,20th-Match,1384411
Ben Stokes,c & b Rabada,5,8,20,1,0,62.5,England,20th-Match,1384411
Harry Brook,lbw b Coetzee,17,25,33,2,1,68.0,England,20th-Match,1384411
Jos Buttler,c de Kock b Coetzee,15,7,14,2,1,214.28,England,20th-Match,1384411
